user_id_str,username,bio,age
997119848407752704,TerfLink,Andrew Tate deserves death :),"17 May, 2018 @ 15:21:12.000"
1409186870496579584,terfluencer,"An angry woman who is not going to 'just be quiet', 'sit down' or 'be kind' anymore. #WomenWontWeesht #WarOnWomen","27 Jun, 2021 @ 17:28:58.000"
1539636533254291456,TerfMagerf,Homosexual man. Sexual orientation is based on sex. Biological sex is real and relevant. We must acknowledge sex to name sexuality. Fight sexism & homophobia.,"22 Jun, 2022 @ 16:48:58.000"
1600505154595348480,TERFMamaBear,"Psychology Doctorate (Psy.D.), PhD.
youtube.com/@WellnessSocie…
Wellness and Sex-Based Rights of Girls and Women.","7 Dec, 2022 @ 14:59:08.000"
1646503717619785728,TerfManWex,"My opinions are my own, I love doctor who and I love my girlfriend with all the love in the world ❤️","13 Apr, 2023 @ 14:20:59.000"
1602576739699392512,TerfMemes,Standing for reason and sanity 🦕💜🤍💚,"13 Dec, 2022 @ 08:10:54.000"
1168011325831696384,terfmisandrist,sick of the xy’s shit,"1 Sep, 2019 @ 05:03:05.000"
1181893325659475968,terfmouse,💚🤍💜,"9 Oct, 2019 @ 12:25:11.000"
1618001397227692032,Terfnsurf1,💜🤍💚 28. UK. ⚢ Lesbians don’t do peen🌻,"24 Jan, 2023 @ 21:43:00.000"
1464271131070943232,TerfnUSA,"Tell the teacher we’re terfin’ 
Terfing U.S.A.

Not/Doing/This","26 Nov, 2021 @ 16:33:55.000"
1656110779362594816,terfolklore,(empty),"10 May, 2023 @ 02:36:18.000"
1535835686544510976,terfology,diary of a mad blasian woman,"12 Jun, 2022 @ 05:05:51.000"
2506084369,Terfomatic,"The Terfinator! Pronouns: Your Highness/It's Ma'am!!!
Alt when my main account is temporarily suspended, as it is right now (Montgomerie's handy work).","19 May, 2014 @ 02:53:10.000"
1128779133037744128,terfonic,"If you're seeking for validation here, you will be very disappointed. ⚣ | #SEXnotgender","15 May, 2019 @ 22:48:11.000"
1645171730132942848,Terfonyourturf,Rad Fem 🟩⬜🟪,"9 Apr, 2023 @ 22:08:11.000"
1605690476736151552,terfoofoo,(empty),"21 Dec, 2022 @ 22:23:58.000"
1538654227416895488,terforaptor,"💚🤍💜 🏳️‍🌈
Woman. Mother of one. Left-leaning. 🧙‍♀️
🎮🐈📖🍺","19 Jun, 2022 @ 23:45:59.000"
1352215087071846400,TerfOrgullosa,#Adulthumanfemale #gendercritical #sexnotgender #IStandWithJKRowling #Terf,"21 Jan, 2021 @ 11:23:16.000"
1270682897574432768,terformance,(empty),"10 Jun, 2020 @ 12:43:35.000"
1640664063637176320,TerfPoet,"Using literal words.........
Irreverent, sometimes funny, sometimes not","28 Mar, 2023 @ 11:36:33.000"
1560011971180863488,TerfPride,Adult human female 💚🤍💜 My pronouns: your highness/her highness,"17 Aug, 2022 @ 22:14:10.000"
1268970947769520128,TerfProud,New anon account due to MRA's love of doxxing,"5 Jun, 2020 @ 19:20:35.000"
72113726,TERFquake,"interested in women’s rights, all things child safeguarding and most importantly reality.","6 Sep, 2009 @ 21:09:35.000"
1668634893159649280,TerfQueen397,(empty),"13 Jun, 2023 @ 16:02:34.000"
1537874097744629760,Terfs_R,Computer says no. #IStandWithJKRowling #LetWomenSpeak Pronouns fuck/you,"17 Jun, 2022 @ 20:06:10.000"
1627318576242630656,Terfsbane01,(empty),"19 Feb, 2023 @ 14:46:05.000"
1559780619080458240,terfsfromohio,"That forced, loud gulping combined with those struggled belches and worried groaning and moaning was...literally perfect.  It made me weak in the legs, oh my go","17 Aug, 2022 @ 06:54:37.000"
1549809555705630720,terfsman,"50/50 GRA/GC. how you treat this account will depend on my final stance. I will be following 50% GC, 50% GRA for unbiased Twitter reading. EDUCATE ME.","20 Jul, 2022 @ 18:32:58.000"
1639745887948660736,terfsmurfing,"Adult human female.
Loves REAL men.
Lesbians don’t do Dick.
No 🤖","25 Mar, 2023 @ 21:48:34.000"
1657452847753994240,terfsoup,black. female. learning marxist,"13 May, 2023 @ 19:29:01.000"
1343547567578165248,terfsRnotwomen,terfs are not women. They are bottom feeders who have been cast out by civilized society.,"28 Dec, 2020 @ 13:21:37.000"
1623800468072804352,terfsstfu,(empty),"9 Feb, 2023 @ 21:46:25.000"
1589663998412210176,TERFStink,onk onk onk,"7 Nov, 2022 @ 17:00:22.000"
1342209500334456832,terftastic1,"XX Lefty ♀️ Universal Healthcare, Gun Control & Living Wages 🌼LGB without the T 🏳️‍🌈 

Your Feminism Centers Men

💜🤍💚backup = @Trans_Scam💜🤍💚","24 Dec, 2020 @ 20:44:27.000"
1488536741313134592,Terftastic1945,“By combining…….sex and gender reassignment the 2018 Act was fundamentally incompatible with the rights of those born women.”,"1 Feb, 2022 @ 15:36:50.000"
1620942043143966720,terftastic2,"XX Left ♀️ Universal Healthcare 🌼 LGB without the T 🏳️‍🌈 Your feminism centers men ✨✨✨✨✨✨✨✨✨✨✨✨

main account @terftastic1✨✨✨✨✨","2 Feb, 2023 @ 00:28:11.000"
1598413933324509184,TerfTeam,reality =/= transphobic,"1 Dec, 2022 @ 20:29:21.000"
1564378105455804416,TerfTee,(empty),"29 Aug, 2022 @ 23:23:30.000"
1533927725190172672,Terfthink,"Adult Human Female ❁ Political Heretic ❁ Digital Creator unapologetically writing the truth about the transgender cult
 #IStandWithJKRowling","6 Jun, 2022 @ 22:44:23.000"
1591845798706577408,TerfTomboy,"Democratic, gender critical, straight radfem. Thank god I was allowed to be an awkward tomboy. ‘MURICA 🦅","13 Nov, 2022 @ 17:30:00.000"
309691473,TerfTowers,"Woman, human, being. Pronouns: one/three/seven","2 Jun, 2011 @ 15:19:34.000"
1326204087931564032,terftrap,"eat the rich, wear pretty dresses while doing it (she/her)","10 Nov, 2020 @ 16:44:39.000"
1596872632481316864,TerfTurf,Days since being banned-0 . Terrified for our daughters' future. Pronouns are rohyphonol. Protect women's spaces. No dix in the girls room. #SaveWomensSports,"27 Nov, 2022 @ 14:24:58.000"
1451218875832537088,TerfWarrior,I'm not a transphobe. I am a trans-denier. I don't believe a word of the trans ideology nonsense. There are 2 sexes: male and female and no one can change.,"21 Oct, 2021 @ 17:09:16.000"
951787384605216768,terfyandproud,Adult Human Female. Conscientious Objector to Gender #istandwithjkrowling,"12 Jan, 2018 @ 12:06:10.000"
3262315106,TerfyMcBigot,"Pronouns Fuh/cue dipsh/it
If i've offended you, I do not care
NOT obligated to like or accept you
I am NOT a dress
My purpose in life is not to be kind.","30 Jun, 2015 @ 21:41:28.000"
1605700322114129920,TerfyMcTerfison,"my pronouns are fee/fi/fo/fum
you wish you were a TERF, atleast then you'd be a woman.","21 Dec, 2022 @ 23:03:19.000"
1338205193167572992,TerfyMcTerfy,"Transwomen CAN’T be women™️ because, if they were, nobody would listen to them","13 Dec, 2020 @ 19:32:56.000"
1493763069532508160,terfyopteryx,(empty),"16 Feb, 2022 @ 01:47:32.000"
4656972323,terfysocialist,"communist, gender critical, anti-NATO, pro-Russia. I also like cats and college football.","30 Dec, 2015 @ 19:40:24.000"
1509504876715335680,terfyteacher1,Fully support my trans students while hating the brainwashing that make them hate their bodies. NOT anti-trans just PRO women,"31 Mar, 2022 @ 13:16:53.000"
1550523350031679488,TerfyTebb,"Gender Critical, Terfasaurus Regina.","22 Jul, 2022 @ 17:49:33.000"
1291511178615808000,terfytweettweet,(empty),"7 Aug, 2020 @ 00:07:37.000"
1398084347639500800,theterfinator,27th time's a charm (te/rf),"28 May, 2021 @ 02:11:19.000"
1503689231813677056,TheTerfyOne,"Grumpy as. One of those pesky Melbourne TERFs 😸 🇦🇺
People can't change sex. 
Pronouns: yeah/nah","15 Mar, 2022 @ 11:07:17.000"
1579453541000908800,TheToryTerf,Womens Rights Advocate. Adult Human Female. Tory. Siouxsie Fan.💜🤍💚,"10 Oct, 2022 @ 13:47:57.000"
1270806485346336768,threeeyedterf,"Autista / Médico (interno de pregrado) / El estereotipo de que las TERFs son mujeres muy educadas es real / Ciencia, anime, animales / INTJ / Mamá de Ezra 🧸","10 Jun, 2020 @ 20:54:16.000"
1488041705370750976,TinselTerf,Woman = Adult human female.,"31 Jan, 2022 @ 06:49:39.000"
1630024706240974848,TinyTerfySpider,"""Psst... hey, buddy. Lean down here real quick, I got something to tell ya. Little closer... yeah, that's it. TWAM.""

-the spider","27 Feb, 2023 @ 01:59:19.000"
847140198475554816,Tislit_TheTerf,Pagan. Feminist. MEGA TERF.,"29 Mar, 2017 @ 18:35:37.000"
1177365601213394944,TofuTerf,(empty),"27 Sep, 2019 @ 00:33:42.000"
1440325393131532288,TopsyTerfy,"Adult human woman, big on biological fact, warrior for sex based rights, unafraid of woke woo woo","21 Sep, 2021 @ 15:42:06.000"
1595052831467249664,TopTERF,Adult Human Female! 💚🤍💜 KPSS. LetWomenSpeak …,"22 Nov, 2022 @ 13:53:33.000"
1624652941234778112,ToSTERFY,ain’t it just like the night?,"12 Feb, 2023 @ 06:13:56.000"
262608981,TotteryTerf,People always want the short answer. #sexnotgender,"8 Mar, 2011 @ 11:32:31.000"
1558067815571243008,TTerfervilles,"Harridan, Fishwife, Terf. 
Potty-mouthed.
What is a Woman? Adult Human Female. Homo Sapiens, large gametes, no Y chromosome.
*Trans Women*are men. Get them out.","12 Aug, 2022 @ 13:28:54.000"
1659258548130566144,TURBO_TERF,bay area terf not putting up with trans ideology,"18 May, 2023 @ 19:04:20.000"
1619123170279030784,UpTerf,• ADULT HUMAN FEMALE • TERF ARMY • NO CHILD IS BORN TRANS • KEEP MEN OUT OF WOMENS SPACES • KPSS • THERE ARE ONLY TWO SEXES • FUCK THE TRA’s • MUFC •,"28 Jan, 2023 @ 00:01:13.000"
1150339156884774912,vdmterf,"pro choice, pro women","14 Jul, 2019 @ 10:40:02.000"
1454558822639484928,waifuterf,☁️ ° 𐐪 ♡ 𐑂 20 + black | cutthroat feminist | if you have a dick you’re wrong 𐐪 ♡ 𐑂 ° ☁️,"30 Oct, 2021 @ 22:20:26.000"
1489704894,washington_terf,"Fiercely XX, Entrepreneur, Mum, Sister, Daughter, Artist, Thinker, Runner, Cat Lover. Independent & opinionated, witty, smart &won’t entertain yur BS.","7 Jun, 2013 @ 08:02:42.000"
1588342029939052544,WildRoseTerf,(empty),"4 Nov, 2022 @ 01:28:07.000"
1464351164271583232,Your_mums_aTerf,"Agent 23393 

Biological female to a son who is so called trans and I say #AdultHumanFemale #nothankyou #sexnotgender #LetWomenSpeak","26 Nov, 2021 @ 21:51:59.000"
1492194328655056896,yourmomtheterf,GenX✌🏻WAS a Life long feminist leftist/recently peaked/NOT your Cis/#WomanIsNotACostume/Apparently a TERF now 🤷‍♀️,"11 Feb, 2022 @ 17:50:39.000"
1640027704522153984,yourmumsaterf_,💚🤍💜 logical about biology #letwomenspeak #standingforwomen #womanisnotafeeling #adulthumanfemale,"26 Mar, 2023 @ 17:27:51.000"
4039616267,YouTerfWeTerf,TERFs are going to do TERFy  things. was told to put TERF in my bio so here I am doing just that. ❤ did I say TERF? oh I meant TERF,"25 Oct, 2015 @ 14:59:11.000"
986321955996487680,ZTerfUK,Self employed mum. Rights for women and girls must be protected. Not woke! LGB ally. Red wine is the best.  🍷😀,"17 Apr, 2018 @ 20:14:14.000"
